cluster_id,GO_hit,gene_symbols,annotated_label
417,No significant GO enrichment,SAMD12 SAMD4B PROX1 LRCH3 SAMD4A NAB1 SAMD10 SAMD13 LRCH1 BICC1 NAB2 UBL3,
413,No significant GO enrichment,THAP3 THAP10 THAP11 THAP8 MSANTD4 THAP4 MSANTD3 THAP5 THAP7 FSBP C14orf93 THAP1,
389,No significant GO enrichment,NEK10 PPP4R4 ANKAR ANKFN1 TERB1 RUNDC3B IQCB1 RUNDC3A DEPDC7 TTLL7 UVRAG ARMC2 CFAP69 ADCY10 MAP3K5 SLC9C2,
428,No significant GO enrichment,FBXO4 BTBD16 LRRC42 NOXRED1 MAEL SOHLH2 PSTK CDADC1 RDM1 ZC3HC1 TDRD10,
418,No significant GO enrichment,ANKZF1 LRCH4 LRRC41 CCAR2 FBXL6 STK11IP CC2D1A CC2D1B LRWD1 ASPSCR1 UVSSA RABGGTA,
407,No significant GO enrichment,PAFAH1B2 NTAN1 ATG4B PTPA ATG4D NDRG1 NDRG3 NDRG4 NDRG2 SIRT2 SPG21 C6orf62,
364,No significant GO enrichment,STXBP5 KCTD3 STXBP5L WDR64 EML6 STRN3 EML5 WDR72 MKLN1 NSMAF KLHDC2 KLHDC1 WDR48 HIRA COP1 APAF1 PPP2R2B ELP2,
302,No significant GO enrichment,TBC1D3B USP6 TBC1D3D TBC1D3L TBC1D3H TBC1D26 TBC1D3I TAF6L TBC1D28 ARHGAP8 HMGB4 PIP5KL1 TBC1D3 UBTFL1 EXD1 TBC1D3E C17orf64 GRTP1 TBC1D21 TBC1D10A TBC1D3C TBC1D3F TBC1D3K TBC1D10C TBC1D3G,
460,No significant GO enrichment,RBP3 TMEM132A IGSF9,
433,No significant GO enrichment,CAMSAP3 RAVER1 GIGYF1 ATN1 RERE GSE1 FBRS MAPK7 FBRSL1 CRTC2,
453,No significant GO enrichment,SESTD1 IQCJ MTUS1 TACC1 SHTN1 LUZP2 RNF214,
409,P granule,HORMAD2 PIWIL4 HORMAD1 ADAD1 PIWIL3 DDX43 PARP2 SPO11 TRMT1L NAA11 PIWIL1 PIWIL2,
372,PcG protein complex,BAP1 ERF CBX7 MYPOP SNX22 CBX6 SNX15 SNX24 NKD2 BCL7B MEF2D SNX11 SNX10 BCL7C PLEKHO1 PLEKHO2 ELK4 PALM,
134,SCAR complex,WIPF1 FMNL2 EVL ABI2 WIPF3 DNM2 WASF3 SH3BP1 CBL CAP2 CAP1 CBLB DIAPH3 EPS8 ARHGAP17 RAPH1 DAAM1 RALGDS ESPN SGIP1 MTFR1 DNM3 SH3BP2 GRID2IP ANTXR1 DAAM2 PRR16 WASL RGL4 FMNL1 LCP2 MTFR2 WASF1 APBB1IP WASHC1 WIPF2 RABL6 VASP BLNK ABI3 DIAPH1 SLAIN2 CD2AP DNM1 INF2 FMN2 FHOD1 ABI1 FYB1 WASF2,
361,SCF ubiquitin ligase complex,SPSB1 NEURL3 CLEC19A NCCRP1 NEURL4 SPRYD3 TECPR1 EIF4E1B SPSB4 FBXO6 SPSB2 FBXO27 FBXO17 NEURL2 FBXO2 SPSB3 NEURL1 FBXO44 NEURL1B,
46,SNAP receptor activity,HSBP1L1 MLX SNAP29 CCDC90B CHMP2B STX2 BLOC1S1 CHMP2A GOSR1 STX18 SNAP23 ATP6V1D STX10 STX5 DCTN2 STX1B TPD52L3 PFDN2 BET1 SNAP25 STX17 CHMP4B CHMP5 STX6 VAMP2 ATP6V1G2 TPD52L1 VAMP4 USE1 TPD52L2 BMERB1 GOSR2 STX11 CHMP1A VAMP5 ATP6V1E1 STX3 STX1A VAMP8 SEC22B TPD52 CHMP4C STX16 C1orf43 STX4 ATP6V1G3 PFDN6 VTI1B CHMP6 CCDC167 YKT6 ATP6V1G1 VAMP3 STX19 BET1L CHMP3 SSNA1 PDCD5 VTI1A CHMP1B PFDN4 PFDN1 BNIP1 VAMP1 CHMP4A LYSMD4 ATP6V1E2 STX12 TBCA STX8,
378,TRAPP complex,TRAPPC1 TRAPPC3L LAMTOR3 OAZ2 LAMTOR4 OAZ3 GMFB ARL2BP TXNL4B VPS29 LAMTOR2 TXNL4A PFN4 TRAPPC2L TRAPPC2B TWF1 EXOC1L,
79,U2-type spliceosomal complex,SUGP1 GPATCH11 FRG1 CCDC43 RTF1 MPHOSPH6 SZRD1 CWC25 CCDC25 RBM17 KIN CCDC174 MFAP1 GTF2F1 GPALPP1 CCDC12 NUFIP1 CDC5L PDAP1 C1orf52 ZMAT2 CWC27 ISY1 IK PPP1R8 SMNDC1 POLR1D SUDS3 FAM50B FRA10AC1 SART1 ESS2 POLR3D PRPF3 CDC73 XPA CFDP1 EAPP PRKRIP1 WBP4 CDC26 C9orf78 SLU7 SAP30BP ZNF830 CWC15 SNW1 GPATCH1 SYF2 DNAJC2 FAM32A LENG1 DNAJC8 SPAG7 PHAX ZCRB1 EBAG9 KIAA1143 CD2BP2,
105,U2-type spliceosomal complex,RBM33 SF1 PCED1A GORASP2 ZC3H6 NCOA5 FUBP1 KHDC4 SNRPC INO80E PYGO2 SF3B4 SCAF8 SNRPB SF3A2 CASC3 ZC3H4 VPS37C CPSF7 SMN2 MPLKIP PCED1B MAPK1IP1L PCF11 RBM12 MED25 PSMF1 CBLL1 WBP11 WDR33 U2AF2 PRR3 CHERP VPS37B CPSF6 SEC31A RBM27 RBM22 PATL1 FNBP4 IST1 YLPM1 EIF4ENIF1 RBM42 SNRPA SNRPN SF3A1 RBM26 CCNK PTPN23 CSTF2T SCAF4 SMN1 NAF1 PRCC,
87,WW domain binding,MLANA SUSD3 TMEM92 C16orf54 DNAJC5G PRRG4 TMEM200A TMEM210 VOPP1 TMEM52 TMEM255B BSND TMEM52B MYCT1 DGCR2 TMEM51 PRR7 SHISA4 SHISA3 SHISAL2A EVA1B TMEM207 TMEM171 SHISAL2B FAM189A2 PRRG2 FAM189B SUSD6 TMEM61 PMEPA1 SHISA2 LDLRAD4 KCNE4 TMEM72 FAM163B FAM163A MRAP2 DNAJC5B LDLRAD3 C1orf159 TEX38 SHISAL1 MFAP3 WBP1L TMEM252 WBP1 BEAN1 CYYR1 SMIM28 TNFRSF19 DNAJC5 TMEM174 NSG2 TMEM215 TMEM139 SHISA8 FAM189A1 SUSD4,
382,Wnt-activated receptor activity,FZD6 FZD7 FZD1 FZD10 FZD4 SMO GPC5 FZD8 DMWD GAS1 FZD2 FZD9 FZD5 THBD GPC1 IRF2BP1 GPC2,
160,acetylcholine receptor regulator activity,PRND LDLRAD2 LYPD6 LY6H CD59 LY6K RAMP3 PATE2 LYPD2 LY6G6C RAMP2 LY6G5B FOLR3 LYPD5 LY6E LYNX1 SLURP2 NRN1 CHODL FOLR2 TEX101 RAMP1 LY6D LYPD6B IZUMO1R FXYD4 LYPD4 TMEM213 GML LY6L LYPD3 PINLYP SLURP1 SPACA4 LYPD8 LY6G5C LY6G6D PATE4 PLAUR CD177 NRN1L GPIHBP1 LYPD1 UPK2 FOLR1 PSCA,
140,acylglycerol O-acyltransferase activity,LDAH TMEM68 AGPAT2 MOGAT2 AGPAT3 PLA2G7 CIDEB ABHD12B ABHD13 ABHD12 ABHD1 SLC27A5 AGPAT1 CYB5R2 ABHD17B EPHX4 ABHD16A PIGL DHCR24 LPGAT1 ABHD5 LCLAT1 AGPAT5 TMEM53 CYB5R1 MOGAT1 ALG1 GPAT4 DGKE ABHD3 CYB5R3 ALG14 ABHD17A ABHD18 LPCAT1 ABHD2 ALG11 LPCAT2 SIGMAR1 MOGAT3 ABHD16B GPAT3 ABHD6 DGAT2 AGPAT4 ABHD4 ABHD14A EPHX3 ABHD17C,
58,amino acid transmembrane transporter activity,SLC6A3 SLC5A9 SLC5A11 SLC6A2 SV2C SLC6A17 SLC6A5 SLC6A20 SLC11A1 SLC5A6 SLC35F4 OTOP3 SLC6A6 SLC47A2 SLC17A8 SLC6A15 SLC38A7 SLC7A14 SLC5A2 SLC38A8 SLC6A11 SV2A SLC5A10 TMEM104 SLC7A10 SLC38A4 SLC36A1 SLC13A3 SLC17A6 SLC7A2 SLC7A13 SLC7A6 SLC32A1 SLC6A9 SLC38A2 SLC6A19 SLC7A1 SLC38A3 SLC7A5 SLC5A5 SLC6A7 SLC5A8 SLC36A4 SLC38A11 SLC36A2 SLC5A7 SLC17A7 SLC7A8 NIPAL4 SLC7A9 SLC6A16 SLC36A3 SLC18A3 SLC5A12 SLC5A3 SLC5A4 SLC5A1 SLC6A18 SLC7A11 SLC38A9 SLC6A12 SLC6A1 SLC38A1 SLC7A7 SLC6A4 SLC7A4 SLC6A13,
259,aminoacyl-tRNA ligase activity,ASNS TRAP1 ACOXL SARS2 PAPSS1 DPP3 PPP5C ADCK1 FARSA ACOX1 ASCC1 PMPCA ADCK5 MIPEP ADSL ACOX2 COQ8A FDPS EEFSEC ACAD9 ACOX3 RARS2 PRODH DARS2 GSS SAMM50 HARS2 NARS2 HMGCS2 FDFT1,
257,aminoacyl-tRNA ligase activity,NUDT19 POLG2 SPATA5L1 RIOX1 MOCS3 NOCT NHLRC1 EARS2 PDF TWNK LIPT2 ADCK2 PARS2 CMPK2 MRPS30 IBA57 CARS2 FARS2 NOL9 PLD6 DDX28 HPDL MARS2 YARS2 TERT NOA1 DALRD3 CNNM3 MRPL37 TYSND1 THEM6,
30,aminoglycan biosynthetic process,DIPK1B B3GNT9 FJX1 B3GNT4 ART5 BTBD17 LARGE2 B4GALT3 MANEAL FKRP B4GALT7 LACTBL1 B4GALNT1 B3GAT1 DIPK1C HYAL2 CHST1 RFNG SHH B3GALT4 XYLT2 GLTPD2 FUT2 MGAT4B CHST3 MFNG A4GNT GAL3ST1 HS3ST6 FUT3 DIPK2A ART1 MGAT1 EXTL1 POMGNT2 B4GAT1 FUT6 B3GALT6 FUT7 CANT1 CHST14 CHST5 GAL3ST4 ABO MGAT3 IHH POMK GAL3ST2 IL4I1 LFNG B3GNT8 B4GALT2 FUT11 CHST4 HAS1 CHST13 B3GAT3 GAL3ST3 PXYLP1 FUT1 B3GNT6 GBGT1 CHST2 HYAL3 B3GNT3 CHPF A3GALT2 CHST6 A4GALT CHST10 CHPF2 B3GNT7 TOR2A DHH FUT5 PKDCC FUT4,
443,amyloid precursor protein biosynthetic process,PISD NECAB1 NIPSNAP1 NIPSNAP3A COQ5 PNPO MSRA NECAB2 NIPSNAP2 NIPSNAP3B,
410,antioxidant activity,GPX2 NME2 GPX4 GPX5 GPX1 PRDX6 PRDX2 GPX3 PRDX1 GPX6 PRXL2A HINT1,
400,arylesterase activity,APMAP PON3 GDE1 CLN5 GDPD1 MPPE1 AGA DIO2 PON2 NHLRC3 GDPD3 PON1 HDAC11,
210,aspartate family amino acid metabolic process,PHGDH SRR RIDA RPEL1 PGPEP1 MGMT HDHD2 IMPA1 KHK NANS PARK7 MTAP ACOT13 FAHD2B SDS RBKS RPE DDAH1 ACAT2 FAHD1 IMPA2 HMGCL FAHD2A NIT2 LHPP QPRT GLT1D1 VAT1L SDSL OSGEP TP53I3 DHODH AMDHD1 ZADH2 GRHPR CRYM DDO ASRGL1 ETFB,
84,autonomic nervous system development,DMRTA1 HMX1 GSC2 FOXI2 BARHL2 OTP VAX2 BARX2 GBX2 EN2 NKX2-2 BARX1 ALX3 DBX1 LBX2 DBX2 NOTO EVX1 NKX1-2 NKX2-6 NKX2-5 BARHL1 VAX1 NKX1-1 MSX1 SIX6 NKX3-1 MSX2 RAX SHOX2 NKX2-8 EMX1 FOXL1 MIXL1 CDX1 NKX2-3 VENTX LBX1 UNCX ISX PHOX2A PRRX2 DMRT2 HMX2 GBX1 SAMD11 HMX3 POU5F1 VSX1 PITX3 BSX RAX2 TLX3 NKX6-2 TLX2 HOXB2 NKX3-2 POU5F1B PDX1,
45,axoneme assembly,SPEF2 DCDC1 SPATA1 CFAP65 CFAP221 DZIP3 RGSL1 VWA3B VWA3A SPATA6L HEATR9 SPATA16 LRRC43 IQCH EFCAB5 ARMC3 ZBBX FBXW10 FAM227A PPP1R36 WDR49 ANKUB1 CC2D2A KCTD19 MYCBPAP FAM227B CFAP74 CCDC60 AK9 LRRIQ1 CFAP54 EFCAB13 CFAP70 WDR93 IQCM FBXO16 ADGB RGS22 NPHP1 LMNTD1 LRRC63 AK7 HEATR4 XRRA1 C1orf87 DNAH12 EFCAB6 FBXO36 C2CD3 LRRC71 DLEC1 EFCAB12 CC2D2B SPAG17 ECT2L DZANK1 DNAI1 TOGARAM2 RPGRIP1 DTHD1 AGBL2 TMEM232 EFCAB3 CNBD2 ERICH6 CFAP61 IQCK CNBD1 C3orf20 AHI1 ENO4,
90,axoneme assembly,CFAP57 CFAP44 CABCOCO1 CCDC121 C8orf74 KIF9 CFAP206 IQCG IQUB CCDC96 CCDC65 FAM81B TEKT1 CLUAP1 CFAP73 DZIP1L CCDC175 CFAP58 GAS8 CFAP100 CCDC113 CCDC63 CFAP43 SPATA18 TEX9 C10orf67 TEKT3 CCDC40 TEKT2 TSNAXIP1 CATIP CCDC183 DNALI1 C20orf96 CCDC33 CCDC178 CCDC105 DRC3 TEKT4 IFT57 CCDC146 DRC7 CFAP157 AXDND1 DYDC2 CCDC180 IFT74 FLACC1 CCDC153 BBOF1 CLHC1 IFT81 C6orf118 CCDC38 CCDC42 DRC1 CCDC83 IQCD,
26,basement membrane,NOTCH2NLA LAMC2 DLK1 MATN3 KCP LAMC3 THBS3 CORIN SNED1 WIF1 MATN2 SCUBE1 ATRN LAMB3 NOTCH2NLB VWCE VLDLR LTBP1 NOTCH2NLC MATN4 DNER LAMB4 BMPER NTN4 CRELD2 CRELD1 PEAR1 THBS2 MEGF6 CRB2 LTBP2 NPNT LTBP4 NTN1 FBLN5 PCSK5 SCUBE2 NTNG2 DLL1 GAS6 COMP NTNG1 ITGBL1 LAMB1 CHRDL2 PCOLCE2 NFX1 NOTCH4 LTBP3 GRN RECK NID2 THBS1 MEGF10 TMEFF1 OIT3 SCUBE3 THBS4 FBLN7 EFEMP2 FBLN1 SCARF2 LDLR MEGF11 DLL4 PCOLCE UMOD CRB1 EFEMP1 JAG1 NELL1 NELL2 CRIM1 LAMC1 LRP8 JAG2 FBLN2 PROS1,
75,basement membrane,STAB2 TECTA FREM3 COL6A6 FBN2 COL14A1 PTPRF LAMA3 ZAN NOTCH3 TNC COL6A3 CDH23 DMBT1 TG AGRN MALRD1 PLXND1 SORL1 MEGF8 FBN1 FBN3 CELSR1 CELSR3 EYS OTOG OTOGL LPA CUBN FN1 LAMA2 ROS1 PKD1L1 TNN ITGB4 LAMB2 CELSR2 CR1 RELN PLXNB2 PLXNB1 PLXNA2 COL12A1 VWF CSPG4 FREM1 IGSF10 PLXNA1 COL6A5 LOXHD1 DCHS1 LAMA4 FNDC1 LAMA1 STAB1 LRP4 PKD1L2 SVEP1 NOTCH1 NOTCH2 LAMA5,
347,beta-catenin-TCF complex,TFAP2D GATA5 GATA2 TFAP2A TCF7L1 POU2F3 HAND2 LEF1 TCF7 TFAP2B GATA3 POU4F3 EMX2 ONECUT1 TCF7L2 TFAP2C TFAP2E GLIS3 TOX2 TLE5,
185,bitter taste receptor activity,MRGPRG TAS2R8 GPR33 TAS2R40 TAS2R4 TAS2R42 MAS1 MRGPRX2 TAS2R14 MRGPRX1 VN1R4 GPR160 TAS2R19 MAS1L TAS2R60 MRGPRX4 TAS2R7 GPRC5D VN1R5 XKR9 TAS2R1 TAS2R46 MRGPRD TAS2R30 TAS2R50 TAS2R31 TAS2R41 TAS2R38 TAS2R5 TAS2R3 XKR3 TAS2R39 TAS2R43 MRGPRX3 VN1R2 TAS2R9 TAS2R10 VN1R1 TAS2R13 TAS2R20 GPR148 TAS2R16,
447,cAMP-dependent protein kinase complex,PRKAR1A RRM2B CSDE1 PRKAR2A GSPT1 PRKAR2B PRKAR1B SEC61A2 FKBP5,
213,cAMP-dependent protein kinase inhibitor activity,PPP1R1A PCP2 AKAIN1 ARPP19 BAALC RIPPLY3 MLLT11 DBNDD1 PRR15L DAP MCRIP1 C2orf68 TUSC2 C2orf88 PPP1R1C C1orf21 FAM219A FLYWCH2 LBH CDC42SE1 DDA1 NRGN CAMK2N2 KIAA1191 LBHD2 PKIG TEX54 MBP FAM219B PKIB PKIA BAD C3orf70 UMAD1 PRR15 NUPR1 TDRP CDC42SE2 SPATA33,
434,calcineurin-NFAT signaling cascade,NFATC1 SOX17 NFATC4 PRR22 HIF3A NPAS4 NFATC3 NFATC2 LOXL1 FOXN1,
93,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,PCDH18 PCDH10 PCDHGA7 PCDHGA9 PCDHA7 PCDHGB6 PCDHB8 PCDHB12 PCDHB16 PCDHA2 C6orf120 PCDHGA10 PCDHGA8 PCDHGB4 PCDHGC3 PCDHB9 PCDHA11 PCDHA1 PCDHGB2 PCDHGA12 PCDHGC5 PCDHA9 PCDHB15 PCDHA13 PCDHGB3 PCDHA6 PCDHA12 PCDHAC2 PCDHA8 PCDHB6 PCDHGA3 PCDHAC1 PCDHB3 PCDHB11 PCDHB14 PCDHGC4 PCDHGB7 PCDHGA6 PCDHB5 PCDHGB1 PCDHB13 PCDHA10 PCDHA3 PCDHGA1 PCDHA5 PCDHB1 PCDH8 PCDHB7 PCDHGA11 PCDHGA2 PCDHB10 PCDHA4 PCDHGA4 PCDHB2 PCDHB4 PCDHGA5 PCDHGB5 PCDH20,
142,calcium-dependent cysteine-type endopeptidase activity,EPB42 TGM4 CAPN1 ALOX15B PADI6 PLA2G4C TGM6 PLCZ1 PADI3 PLD2 CAPN3 PADI1 PADI4 ALOX5 PLCD3 PLA2G4D CAPN13 PLA2G4E ALOX15 PLA2G4B ALOX12 CAPN5 PLA2G4F TGM5 CAPN2 CAPN11 ALOX12B CAPN14 TGM7 CAPN10 PLCD4 CAPN7 PADI2 ALOXE3 INPP5B CAPN9 TGM3 F13A1 TGM1 CAPN8 CAPN12 PNPLA5 TGM2 INPP5K PNPLA3 PLCD1 KY PLA2G4A,
212,calcium-dependent phospholipid binding,SYT13 SYT4 ESYT3 CPNE9 RIMS3 RIMS4 TC2N CPNE1 SYT17 ESYT1 SYT9 CPNE8 SYT12 SYT6 CPNE7 SYT10 CPNE3 SYT14 CPNE6 SYT11 SYT5 B4GALNT2 NRIP3 CPNE5 C2CD2L DOC2A SYT8 CPNE4 SYT15 DOC2B MCTP2 PTPN5 CPNE2 C2CD2 ESYT2 SYT1 SYT3 SYT7 SYT2,
280,calcium-dependent phospholipid binding,ANXA9 PLS1 COTL1 CAPG ANXA2 LCP1 VILL FERMT3 ANXA8L1 POSTN TWF2 AVIL ANXA3 PARVG SCIN ANXA10 BZW2 ANXA4 PTPN6 ANXA1 VIL1 FLII ANXA8 TGFBI ANXA6 ANXA5 GSN ANXA13,
4,calcium-dependent protein binding,AIF1L MYL2 MYL6 S100A8 S100A11 NCALD OCM CHP1 MICU1 HPCAL4 KCNIP2 CALN1 KCNIP3 S100Z NCS1 PPP3R1 PYDC2 S100P MYL12B MYL12A VSNL1 S100A12 CABP1 CHP2 GUCA1B S100B S100A3 CALML5 CIB2 HPCA CIB1 KCNIP4 MICU2 EFHD1 DCUN1D3 RCVRN CAPNS2 OCM2 S100A7A S100A5 SCGN S100A16 CETN3 PVALEF S100A9 MICU3 CIB4 S100A13 S100A1 MYL4 S100A14 CAPNS1 SRI AIF1 S100A7 CIB3 DCUN1D1 PDCD6 MYLPF CAPS MYL7 GCA HPCAL1 KCNIP1 CALB2 DCUN1D4 MYL6B GUCA1A S100A10 MYL9 EFHD2 MYL3 GUCA1C CALML6 CALML4 MYL1 S100A2 TESC EFCAB9 DCUN1D2 MYL5 CETN1 CALB1 PVALB CABP2 PPP3R2 CABP5 ROPN1 MYL10 CABP7 S100A6 TNNC2 CALML3 PPP2R3C TNNC1 EFCAB11 S100A4 SNTN CABP4 ROPN1B CAPSL,
23,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,TMEM182 DUOXA2 SYNGR4 CLDN11 CLDN16 EMP2 TMEM262 CLDN14 CACNG7 PERP GSG1 TMEM202 CYBA TM4SF19 TMEM37 CLDND1 CLDN3 SYPL2 TMEM196 CLDN6 PMP22 CACNG2 CACNG1 CLDN15 TMEM212 TMEM150B MOSMO TMEM178A TMEM235 TMEM225B CLDN20 CLRN2 CLDN19 TM4SF20 CLDN5 CLDN17 CACNG4 CLDND2 CLRN1 LHFPL4 CACNG6 CACNG3 CLDN12 CLDN24 TMEM114 TM4SF5 TMEM125 LIM2 CLDN9 GSG1L LHFPL5 CLDN23 LHFPL6 EMP3 SYNGR1 TMEM225 TMEM178B CLDN7 CLDN25 CLDN18 NKG7 TMEM238L CLDN22 CACNG5 TMEM179 LHFPL2 GSG1L2 TM4SF4 CLDN1 CLDN4 CLDN10 TMEM127 CLRN3 TMEM150A LHFPL3 CLDN8 TMEM140 TMEM204 ODF4,
162,carbohydrate phosphorylation,ACAA1 ILVBL NADSYN1 MVD UROD FAAH AMDHD2 GCAT D2HGDH PRXL2B PAOX ACY1 PPOX AKR7L XYLB ASPG PRODH2 CHDH PYROXD2 NAPRT HK3 NAGS MVK GALK1 MRI1 ALAD SCRN2 GPT SPHK1 SHPK UROC1 ASL SERHL2 TKFC THNSL2 TANGO2 LDHD GCKR HEXD QTRT1 GLYCTK DNPEP FTCD TYMP NAGK,
1,carbohydrate transmembrane transporter activity,SLC22A5 SLC17A2 SLCO3A1 SLC22A3 SLC22A4 MFSD14A SLC16A10 SLC19A1 DUOXA1 SLC2A12 SLC22A6 SLC22A16 SLC20A1 SLC16A7 SLC17A5 SLC45A3 SLC46A1 SLC14A2 SLCO1C1 FLVCR1 MFSD4A SLCO6A1 SLC2A6 SLC18A2 SLC22A8 SLC19A2 SLC2A10 SLC49A3 FLVCR2 SLC37A4 SLC22A25 SLC46A3 SLC2A7 MFSD12 SLC52A2 SLC37A2 MFSD11 SLC43A3 SPNS3 SLC29A3 SLC22A11 SLC17A3 SLC22A12 SLC52A1 SLC15A3 SLCO1B1 SLCO5A1 SLC2A11 SLC2A2 SLC16A14 MFSD2A SLC22A23 TMEM144 SVOPL MFSD1 SLC45A4 SLC16A9 SLCO2B1 SLC2A8 UNC93A SPNS1 SLC22A13 SLC2A14 SLC16A8 MFSD6 SLC22A7 SLC17A9 UNC93B1 SLC43A2 SLC43A1 SVOP SLC2A9 SLC18B1 SLC29A1 SLC20A2 SLC18A1 SLC45A2 SLC16A4 SLC15A1 SLC46A2 SLC52A3 MFSD10 SLC45A1 SLC2A3 SLC22A1 SLC40A1 SLC2A5 SLC17A1 SLC15A4 SLC16A3 MFSD8 SLC16A6 SLC16A5 SLC22A15 SLCO1B3 SLC2A4 SLC22A10 MFSD9 SLCO2A1 SLCO1A2 MFSD6L SPNS2 SLC29A2 SLC17A4 SLC2A1 SLCO4A1 SLC22A18 SLC29A4 SLC22A14 SLC15A2 SLC22A9 SLC22A17 SLC2A13 SLC37A1 SLC19A3 SLC22A2 SLCO4C1 SLC49A4 SLC16A12 SLC16A1 SLC22A24 CLN3 MFSD2B SLC37A3,
448,carbon-sulfur lyase activity,TP53I11 MGST2 TMEM14C LTC4S TSPO TMEM101 MGST3 TMEM205 ALOX5AP,
299,carbonate dehydratase activity,CDO1 CAT PRKAB1 PRKAB2 EGLN3 CA9 CA12 FAH CA3 CA13 CA1 SELENBP1 PHYH CA4 PEBP1 CA8 CA10 CA2 GALT CA5A CA14 MPPED2 CA11 CA7 GALM,
370,carnitine O-acyltransferase activity,CPT2 TPTE DAGLB NOX4 CRAT CHAT CPT1B CPT1A NOX5 NOX3 CROT GDPD5 LPCAT4 CPT1C CWH43 TEPP TPTE2 GDPD4,
172,catenin complex,CDH15 PCDH12 CDH12 DSC1 CDH2 ANTXR2 CDH7 PLXDC1 CDH5 FSTL5 PCDH17 CDHR2 DSG4 CDH13 CDH19 CDH20 CDH3 CDHR1 CDHR4 CDH26 CDH17 CDH24 PAM CDHR3 KIAA0319L PCDH9 PCDH7 CDH6 CDH1 DSG1 DSG2 PCDH15 DSG3 CLSTN3 CDH11 CDH4 CDH8 CDH18 CDH16 CDH10 PCDH1 CDH22 CDH9 DSC3,
215,cell fate specification,C6orf52 TBR1 RUNX2 RFX6 NFIC TBX18 PAX8 SOX2 SOX14 POU2AF1 TBXT SOX7 GCM2 PAX5 SOX10 VGLL2 TBX3 RFX4 FOXF1 RUNX1 TBX21 C11orf53 FOXB1 ELK3 RUNX3 TBX5 GCM1 EOMES PAX2 COLCA2 SIM1 TBX4 TBX20 TBX19 PAX1 TBX10 TBX15 SIM2 PAX9,
35,cell fate specification,POU3F3 SKOR2 HOXA13 EVX2 NKX6-1 SOX11 TBX1 FOXD2 IRX5 SOX8 GATA4 DMRTA2 TBX2 POU3F1 SIAH3 FOXA3 OTX1 ZIC2 NKX2-1 POU4F1 FOXA2 FOXA1 IRX2 SIX3 SOX21 FOXD1 GSX2 VGLL3 OLIG2 PRDM13 FOXD3 SOX1 MEX3A BHLHE41 CITED2 EN1 IRX3 FOXC1 FOXC2 DLX2 SP9 SP8 FOXB2 ONECUT3 IRF2BPL CXXC4 FAM222A POU4F2 MEX3B MNX1 ZNF503 PHOX2B SKOR1 ZNF703 ARID3A GATA6 FOXG1 DACH1 FOXI3 FOXE1 SIX2 FOXF2 TLX1 MAFA NKX2-4 PRDM8 POU3F2 IRF2BP2 MAF CXXC5 SKIDA1 SOX4 BHLHE22 IRX1 CDX2 FOXL2,
121,cell-cell contact zone,JAM3 SCN2B SCN3B CADM4 CXADR BCAM IGSF11 FNDC4 VSTM2L TMEM25 IGSF23 CD276 SCN4B VSIG2 BSG CNTFR F11R ICAM4 HEPACAM EFNB2 MPZ MXRA8 VSIR UPK3BL2 JAM2 MPZL2 MPZL3 NECTIN1 PVR AGER ICAM2 FGFRL1 CADM3 MCAM VSIG8 CRLF1 UPK3A VSTM5 UPK3BL1 NECTIN2 FNDC5 ESAM MPZL1 TMEM130 NECTIN4 SCN1B NPTN GPA33 ICAM3 VSTM4 IL11RA CLMP,
192,cellular glucuronidation,NXPE4 BCHE ENPP5 UGT1A8 UGT2A2 UGT2B11 UGT1A9 UGT2B7 UGT2A3 UGT2B4 MTTP MANEA NCEH1 UGT2B17 NXPE2 UGT3A2 UGT2A1 NXPE1 ART4 UGT1A10 UGT3A1 HYAL4 SPAM1 VNN2 VNN1 UGT1A3 UGT8 UGT2B15 CES5A SQLE UGT1A1 AADACL2 UGT1A4 UGT1A7 LIPM ENPP4 UGT1A6 UGT2B10 UGT1A5 AADAC UGT2B28,
126,cellular response to leucine,UBR3 AGL DNAJC13 RALGAPA1 UBR1 LRBA HECTD1 MED13 UBR2 FRYL ACACA LTN1 SBF2 ARFGEF2 GBF1 HEATR5A WDR7 PIKFYVE PI4KA DOCK7 RALGAPA2 ASCC3 USP34 DICER1 TRPM7 CNOT1 UBR5 ANKRD17 VWA8 ARFGEF1 DMXL1 CLTC UNC79 NBEA MTOR PSME4 VIRMA NBAS DMXL2 BTAF1 TRIP12 OGA DOP1A USP24 ECPAS ATR ANAPC1 MED13L HEATR5B MED12L PPP4R1,
180,cellular response to unfolded protein,DDIT3 ATF3 CREBRF TFAP4 CREB3 SERTAD3 NFE2L1 MLXIPL MCIDAS NFE2L2 TGIF1 UBAP1 FOSB SKI CREB3L1 HBP1 XBP1 ATF6B TP53INP1 FOXN4 MYC MLXIP TEF ATF5 CREB3L3 HLF FOSL2 FOSL1 TFEB CDCA4 SERTAD2 CREB3L2 ENTR1 TFEC FOS ATF4 ATF6 NFE2 E2F2 HSF1 MITF FOXN2 CREB3L4,
